"order_id","customer_id","employee_id","order_date","required_date","shipped_date","ship_via","freight","ship_name","ship_address","ship_city","ship_region","ship_postal_code","ship_country","_sdc_batched_at","_sdc_extracted_at","_sdc_deleted_at","_sdc_received_at","_sdc_sequence","_sdc_table_version","_sdc_source_file","_sdc_source_lineno","_sdc_sync_started_at","order_id-2","product_id","unit_price","quantity","discount","_sdc_batched_at-2","_sdc_received_at-2","_sdc_extracted_at-2","_sdc_deleted_at-2","_sdc_sequence-2","_sdc_table_version-2","_sdc_source_file-2","_sdc_source_lineno-2","_sdc_sync_started_at-2"
"10251","VICTE","3","1996-07-08","1996-08-05","1996-07-15","1","41.34","Victuailles en stock","2, rue du Commerce","Lyon",NULL,"69004","France","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.464366",NULL,"2025-01-29 17:27:42.157579","1738182462158",NULL,"public-orders-20250129T162911.singer.gz","5","1738182460335","10251","57","15.6","15","0.05","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.030193","2025-01-29 17:23:05.076537",NULL,"1738182464030",NULL,"order_details-20250129T172304.singer.gz","11","1738182460335"
"10251","VICTE","3","1996-07-08","1996-08-05","1996-07-15","1","41.34","Victuailles en stock","2, rue du Commerce","Lyon",NULL,"69004","France","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.464366",NULL,"2025-01-29 17:27:42.157579","1738182462158",NULL,"public-orders-20250129T162911.singer.gz","5","1738182460335","10251","65","16.8","20","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.030397","2025-01-29 17:23:05.076611",NULL,"1738182464030",NULL,"order_details-20250129T172304.singer.gz","12","1738182460335"
"10252","SUPRD","4","1996-07-09","1996-08-06","1996-07-11","2","51.3","Suprêmes délices","Boulevard Tirou, 255","Charleroi",NULL,"B-6000","Belgium","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.464515",NULL,"2025-01-29 17:27:42.15811","1738182462158",NULL,"public-orders-20250129T162911.singer.gz","6","1738182460335","10252","20","64.8","40","0.05","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.030584","2025-01-29 17:23:05.076681",NULL,"1738182464031",NULL,"order_details-20250129T172304.singer.gz","13","1738182460335"
"10252","SUPRD","4","1996-07-09","1996-08-06","1996-07-11","2","51.3","Suprêmes délices","Boulevard Tirou, 255","Charleroi",NULL,"B-6000","Belgium","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.464515",NULL,"2025-01-29 17:27:42.15811","1738182462158",NULL,"public-orders-20250129T162911.singer.gz","6","1738182460335","10252","33","2","25","0.05","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.030764","2025-01-29 17:23:05.076752",NULL,"1738182464031",NULL,"order_details-20250129T172304.singer.gz","14","1738182460335"
"10252","SUPRD","4","1996-07-09","1996-08-06","1996-07-11","2","51.3","Suprêmes délices","Boulevard Tirou, 255","Charleroi",NULL,"B-6000","Belgium","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.464515",NULL,"2025-01-29 17:27:42.15811","1738182462158",NULL,"public-orders-20250129T162911.singer.gz","6","1738182460335","10252","60","27.2","40","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.030938","2025-01-29 17:23:05.076822",NULL,"1738182464031",NULL,"order_details-20250129T172304.singer.gz","15","1738182460335"
"10253","HANAR","3","1996-07-10","1996-07-24","1996-07-16","2","58.17","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","RJ","05454-876","Brazil","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.464762",NULL,"2025-01-29 17:27:42.158549","1738182462159",NULL,"public-orders-20250129T162911.singer.gz","7","1738182460335","10253","31","10","20","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.031118","2025-01-29 17:23:05.07689",NULL,"1738182464031",NULL,"order_details-20250129T172304.singer.gz","16","1738182460335"
"10253","HANAR","3","1996-07-10","1996-07-24","1996-07-16","2","58.17","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","RJ","05454-876","Brazil","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.464762",NULL,"2025-01-29 17:27:42.158549","1738182462159",NULL,"public-orders-20250129T162911.singer.gz","7","1738182460335","10253","39","14.4","42","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.031294","2025-01-29 17:23:05.076957",NULL,"1738182464031",NULL,"order_details-20250129T172304.singer.gz","17","1738182460335"
"10253","HANAR","3","1996-07-10","1996-07-24","1996-07-16","2","58.17","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","RJ","05454-876","Brazil","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.464762",NULL,"2025-01-29 17:27:42.158549","1738182462159",NULL,"public-orders-20250129T162911.singer.gz","7","1738182460335","10253","49","16","40","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.031594","2025-01-29 17:23:05.077023",NULL,"1738182464032",NULL,"order_details-20250129T172304.singer.gz","18","1738182460335"
"10254","CHOPS","5","1996-07-11","1996-08-08","1996-07-23","2","22.98","Chop-suey Chinese","Hauptstr. 31","Bern",NULL,"3012","Switzerland","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.465703",NULL,"2025-01-29 17:27:42.159034","1738182462159",NULL,"public-orders-20250129T162911.singer.gz","8","1738182460335","10254","24","3.6","15","0.15","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.031831","2025-01-29 17:23:05.077089",NULL,"1738182464032",NULL,"order_details-20250129T172304.singer.gz","19","1738182460335"
"10254","CHOPS","5","1996-07-11","1996-08-08","1996-07-23","2","22.98","Chop-suey Chinese","Hauptstr. 31","Bern",NULL,"3012","Switzerland","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.465703",NULL,"2025-01-29 17:27:42.159034","1738182462159",NULL,"public-orders-20250129T162911.singer.gz","8","1738182460335","10254","55","19.2","21","0.15","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.032018","2025-01-29 17:23:05.077155",NULL,"1738182464032",NULL,"order_details-20250129T172304.singer.gz","20","1738182460335"
"10254","CHOPS","5","1996-07-11","1996-08-08","1996-07-23","2","22.98","Chop-suey Chinese","Hauptstr. 31","Bern",NULL,"3012","Switzerland","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.465703",NULL,"2025-01-29 17:27:42.159034","1738182462159",NULL,"public-orders-20250129T162911.singer.gz","8","1738182460335","10254","74","8","21","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.032203","2025-01-29 17:23:05.077227",NULL,"1738182464032",NULL,"order_details-20250129T172304.singer.gz","21","1738182460335"
"10255","RICSU","9","1996-07-12","1996-08-09","1996-07-15","3","148.33","Richter Supermarkt","Starenweg 5","Genève",NULL,"1204","Switzerland","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.465929",NULL,"2025-01-29 17:27:42.159462","1738182462159",NULL,"public-orders-20250129T162911.singer.gz","9","1738182460335","10255","2","15.2","20","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.032391","2025-01-29 17:23:05.077294",NULL,"1738182464032",NULL,"order_details-20250129T172304.singer.gz","22","1738182460335"
"10255","RICSU","9","1996-07-12","1996-08-09","1996-07-15","3","148.33","Richter Supermarkt","Starenweg 5","Genève",NULL,"1204","Switzerland","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.465929",NULL,"2025-01-29 17:27:42.159462","1738182462159",NULL,"public-orders-20250129T162911.singer.gz","9","1738182460335","10255","16","13.9","35","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.03261","2025-01-29 17:23:05.07736",NULL,"1738182464033",NULL,"order_details-20250129T172304.singer.gz","23","1738182460335"
"10255","RICSU","9","1996-07-12","1996-08-09","1996-07-15","3","148.33","Richter Supermarkt","Starenweg 5","Genève",NULL,"1204","Switzerland","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.465929",NULL,"2025-01-29 17:27:42.159462","1738182462159",NULL,"public-orders-20250129T162911.singer.gz","9","1738182460335","10255","36","15.2","25","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.032789","2025-01-29 17:23:05.077425",NULL,"1738182464033",NULL,"order_details-20250129T172304.singer.gz","24","1738182460335"
"10255","RICSU","9","1996-07-12","1996-08-09","1996-07-15","3","148.33","Richter Supermarkt","Starenweg 5","Genève",NULL,"1204","Switzerland","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.465929",NULL,"2025-01-29 17:27:42.159462","1738182462159",NULL,"public-orders-20250129T162911.singer.gz","9","1738182460335","10255","59","44","30","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.032966","2025-01-29 17:23:05.07749",NULL,"1738182464033",NULL,"order_details-20250129T172304.singer.gz","25","1738182460335"
"10256","WELLI","3","1996-07-15","1996-08-12","1996-07-17","2","13.97","Wellington Importadora","Rua do Mercado, 12","Resende","SP","08737-363","Brazil","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.466041",NULL,"2025-01-29 17:27:42.160012","1738182462160",NULL,"public-orders-20250129T162911.singer.gz","10","1738182460335","10256","53","26.2","15","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.033146","2025-01-29 17:23:05.077555",NULL,"1738182464033",NULL,"order_details-20250129T172304.singer.gz","26","1738182460335"
"10256","WELLI","3","1996-07-15","1996-08-12","1996-07-17","2","13.97","Wellington Importadora","Rua do Mercado, 12","Resende","SP","08737-363","Brazil","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.466041",NULL,"2025-01-29 17:27:42.160012","1738182462160",NULL,"public-orders-20250129T162911.singer.gz","10","1738182460335","10256","77","10.4","12","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.033322","2025-01-29 17:23:05.077622",NULL,"1738182464033",NULL,"order_details-20250129T172304.singer.gz","27","1738182460335"
"10257","HILAA","4","1996-07-16","1996-08-13","1996-07-22","3","81.91","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.466187",NULL,"2025-01-29 17:27:42.160581","1738182462161",NULL,"public-orders-20250129T162911.singer.gz","11","1738182460335","10257","27","35.1","25","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.033538","2025-01-29 17:23:05.07769",NULL,"1738182464034",NULL,"order_details-20250129T172304.singer.gz","28","1738182460335"
"10257","HILAA","4","1996-07-16","1996-08-13","1996-07-22","3","81.91","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.466187",NULL,"2025-01-29 17:27:42.160581","1738182462161",NULL,"public-orders-20250129T162911.singer.gz","11","1738182460335","10257","39","14.4","6","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.033715","2025-01-29 17:23:05.077777",NULL,"1738182464034",NULL,"order_details-20250129T172304.singer.gz","29","1738182460335"
"10257","HILAA","4","1996-07-16","1996-08-13","1996-07-22","3","81.91","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.466187",NULL,"2025-01-29 17:27:42.160581","1738182462161",NULL,"public-orders-20250129T162911.singer.gz","11","1738182460335","10257","77","10.4","15","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.033888","2025-01-29 17:23:05.077844",NULL,"1738182464034",NULL,"order_details-20250129T172304.singer.gz","30","1738182460335"
"10258","ERNSH","1","1996-07-17","1996-08-14","1996-07-23","1","140.51","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.466331",NULL,"2025-01-29 17:27:42.161138","1738182462161",NULL,"public-orders-20250129T162911.singer.gz","12","1738182460335","10258","2","15.2","50","0.2","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.034069","2025-01-29 17:23:05.077912",NULL,"1738182464034",NULL,"order_details-20250129T172304.singer.gz","31","1738182460335"
"10258","ERNSH","1","1996-07-17","1996-08-14","1996-07-23","1","140.51","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.466331",NULL,"2025-01-29 17:27:42.161138","1738182462161",NULL,"public-orders-20250129T162911.singer.gz","12","1738182460335","10258","5","17","65","0.2","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.03424","2025-01-29 17:23:05.077979",NULL,"1738182464034",NULL,"order_details-20250129T172304.singer.gz","32","1738182460335"
"10258","ERNSH","1","1996-07-17","1996-08-14","1996-07-23","1","140.51","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.466331",NULL,"2025-01-29 17:27:42.161138","1738182462161",NULL,"public-orders-20250129T162911.singer.gz","12","1738182460335","10258","32","25.6","6","0.2","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.03441","2025-01-29 17:23:05.078047",NULL,"1738182464034",NULL,"order_details-20250129T172304.singer.gz","33","1738182460335"
"10259","CENTC","4","1996-07-18","1996-08-15","1996-07-25","3","3.25","Centro comercial Moctezuma","Sierras de Granada 9993","México D.F.",NULL,"05022","Mexico","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.466473",NULL,"2025-01-29 17:27:42.161638","1738182462162",NULL,"public-orders-20250129T162911.singer.gz","13","1738182460335","10259","21","8","10","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.034674","2025-01-29 17:23:05.078119",NULL,"1738182464035",NULL,"order_details-20250129T172304.singer.gz","34","1738182460335"
"10259","CENTC","4","1996-07-18","1996-08-15","1996-07-25","3","3.25","Centro comercial Moctezuma","Sierras de Granada 9993","México D.F.",NULL,"05022","Mexico","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.466473",NULL,"2025-01-29 17:27:42.161638","1738182462162",NULL,"public-orders-20250129T162911.singer.gz","13","1738182460335","10259","37","20.8","1","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.034859","2025-01-29 17:23:05.078187",NULL,"1738182464035",NULL,"order_details-20250129T172304.singer.gz","35","1738182460335"
"10260","OTTIK","4","1996-07-19","1996-08-16","1996-07-29","1","55.09","Ottilies Käseladen","Mehrheimerstr. 369","Köln",NULL,"50739","Germany","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.466614",NULL,"2025-01-29 17:27:42.162119","1738182462162",NULL,"public-orders-20250129T162911.singer.gz","14","1738182460335","10260","41","7.7","16","0.25","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.035042","2025-01-29 17:23:05.078253",NULL,"1738182464035",NULL,"order_details-20250129T172304.singer.gz","36","1738182460335"
"10260","OTTIK","4","1996-07-19","1996-08-16","1996-07-29","1","55.09","Ottilies Käseladen","Mehrheimerstr. 369","Köln",NULL,"50739","Germany","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.466614",NULL,"2025-01-29 17:27:42.162119","1738182462162",NULL,"public-orders-20250129T162911.singer.gz","14","1738182460335","10260","57","15.6","50","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.035219","2025-01-29 17:23:05.07832",NULL,"1738182464035",NULL,"order_details-20250129T172304.singer.gz","37","1738182460335"
"10260","OTTIK","4","1996-07-19","1996-08-16","1996-07-29","1","55.09","Ottilies Käseladen","Mehrheimerstr. 369","Köln",NULL,"50739","Germany","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.466614",NULL,"2025-01-29 17:27:42.162119","1738182462162",NULL,"public-orders-20250129T162911.singer.gz","14","1738182460335","10260","62","39.4","15","0.25","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.035391","2025-01-29 17:23:05.078385",NULL,"1738182464035",NULL,"order_details-20250129T172304.singer.gz","38","1738182460335"
"10260","OTTIK","4","1996-07-19","1996-08-16","1996-07-29","1","55.09","Ottilies Käseladen","Mehrheimerstr. 369","Köln",NULL,"50739","Germany","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.466614",NULL,"2025-01-29 17:27:42.162119","1738182462162",NULL,"public-orders-20250129T162911.singer.gz","14","1738182460335","10260","70","12","21","0.25","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.035564","2025-01-29 17:23:05.07845",NULL,"1738182464036",NULL,"order_details-20250129T172304.singer.gz","39","1738182460335"
"10261","QUEDE","4","1996-07-19","1996-08-16","1996-07-30","2","3.05","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.466753",NULL,"2025-01-29 17:27:42.162533","1738182462163",NULL,"public-orders-20250129T162911.singer.gz","15","1738182460335","10261","21","8","20","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.035774","2025-01-29 17:23:05.078516",NULL,"1738182464036",NULL,"order_details-20250129T172304.singer.gz","40","1738182460335"
"10261","QUEDE","4","1996-07-19","1996-08-16","1996-07-30","2","3.05","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.466753",NULL,"2025-01-29 17:27:42.162533","1738182462163",NULL,"public-orders-20250129T162911.singer.gz","15","1738182460335","10261","35","14.4","20","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.035969","2025-01-29 17:23:05.078582",NULL,"1738182464036",NULL,"order_details-20250129T172304.singer.gz","41","1738182460335"
"10262","RATTC","8","1996-07-22","1996-08-19","1996-07-25","3","48.29","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.466894",NULL,"2025-01-29 17:27:42.162958","1738182462163",NULL,"public-orders-20250129T162911.singer.gz","16","1738182460335","10262","5","17","12","0.2","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.036146","2025-01-29 17:23:05.07866",NULL,"1738182464036",NULL,"order_details-20250129T172304.singer.gz","42","1738182460335"
"10262","RATTC","8","1996-07-22","1996-08-19","1996-07-25","3","48.29","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.466894",NULL,"2025-01-29 17:27:42.162958","1738182462163",NULL,"public-orders-20250129T162911.singer.gz","16","1738182460335","10262","7","24","15","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.036323","2025-01-29 17:23:05.078728",NULL,"1738182464036",NULL,"order_details-20250129T172304.singer.gz","43","1738182460335"
"10262","RATTC","8","1996-07-22","1996-08-19","1996-07-25","3","48.29","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.466894",NULL,"2025-01-29 17:27:42.162958","1738182462163",NULL,"public-orders-20250129T162911.singer.gz","16","1738182460335","10262","56","30.4","2","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.036495","2025-01-29 17:23:05.078795",NULL,"1738182464037",NULL,"order_details-20250129T172304.singer.gz","44","1738182460335"
"10263","ERNSH","9","1996-07-23","1996-08-20","1996-07-31","3","146.06","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.467034",NULL,"2025-01-29 17:27:42.163374","1738182462163",NULL,"public-orders-20250129T162911.singer.gz","17","1738182460335","10263","16","13.9","60","0.25","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.036716","2025-01-29 17:23:05.078862",NULL,"1738182464037",NULL,"order_details-20250129T172304.singer.gz","45","1738182460335"
"10263","ERNSH","9","1996-07-23","1996-08-20","1996-07-31","3","146.06","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.467034",NULL,"2025-01-29 17:27:42.163374","1738182462163",NULL,"public-orders-20250129T162911.singer.gz","17","1738182460335","10263","24","3.6","28","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.03697","2025-01-29 17:23:05.07893",NULL,"1738182464037",NULL,"order_details-20250129T172304.singer.gz","46","1738182460335"
"10263","ERNSH","9","1996-07-23","1996-08-20","1996-07-31","3","146.06","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.467034",NULL,"2025-01-29 17:27:42.163374","1738182462163",NULL,"public-orders-20250129T162911.singer.gz","17","1738182460335","10263","30","20.7","60","0.25","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.037147","2025-01-29 17:23:05.078995",NULL,"1738182464037",NULL,"order_details-20250129T172304.singer.gz","47","1738182460335"
"10263","ERNSH","9","1996-07-23","1996-08-20","1996-07-31","3","146.06","Ernst Handel","Kirchgasse 6","Graz",NULL,"8010","Austria","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.467034",NULL,"2025-01-29 17:27:42.163374","1738182462163",NULL,"public-orders-20250129T162911.singer.gz","17","1738182460335","10263","74","8","36","0.25","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.037327","2025-01-29 17:23:05.079062",NULL,"1738182464037",NULL,"order_details-20250129T172304.singer.gz","48","1738182460335"
"10264","FOLKO","6","1996-07-24","1996-08-21","1996-08-23","3","3.67","Folk och fä HB","Åkergatan 24","Bräcke",NULL,"S-844 67","Sweden","2025-01-29 17:27:42.155908","2025-01-29 16:29:12.467161",NULL,"2025-01-29 17:27:42.163763","1738182462164",NULL,"public-orders-20250129T162911.singer.gz","18","1738182460335","10264","2","15.2","35","0","2025-01-29 17:27:44.028144","2025-01-29 17:27:44.037625","2025-01-29 17:23:05.079267",NULL,"1738182464038",NULL,"order_details-20250129T172304.singer.gz","49","1738182460335"
